Year,Rk,Pk,Tm,Round 1 Player,Round 1 College,Yrs,Totals G,Totals MP,Totals PTS,Totals TRB,Totals AST,Shooting FG%,Shooting 3P%,Shooting FT%,Per Game MP,Per Game PTS,Per Game TRB,Per Game AST,Advanced WS,Advanced WS/48,Advanced BPM,Advanced VORP
1987,14,14,GSW,Tellis Frank\frankte01,Western Kentucky University,5,264,4703,1710,1022,276,0.439,0,0.741,17.8,6.5,3.9,1,4,0.041,-3,-1.2
1987,15,15,UTA,Jose Ortiz\ortizjo01,Oregon State University,2,64,391,183,73,18,0.443,0.333,0.596,6.1,2.9,1.1,0.3,0,0.002,-5.4,-0.3
1987,16,16,PHI,Chris Welp\welpch01,University of Washington,3,109,1173,359,265,43,0.446,0,0.681,10.8,3.3,2.4,0.4,1,0.042,-3.5,-0.4
1987,17,17,POR,Ronnie Murphy\murphro01,Jacksonville University,1,18,89,36,11,6,0.286,0.25,0.636,4.9,2,0.6,0.3,-0.2,-0.13,-10.7,-0.2
1987,18,18,NYK,Mark Jackson\jacksma01,St. John's University,17,1296,39121,12489,4963,10334,0.447,0.332,0.77,30.2,9.6,3.8,8,91.8,0.113,0.8,27.1
1987,19,19,LAC,Ken Norman\normake01,University of Illinois at Urbana-Champaign,10,646,18992,8717,3949,1355,0.486,0.312,0.567,29.4,13.5,6.1,2.1,27.1,0.069,-0.6,6.5
1987,20,20,DAL,Jim Farmer\farmeji01,University of Alabama,5,136,1454,715,186,111,0.428,0.282,0.73,10.7,5.3,1.4,0.8,0.7,0.024,-5,-1.1
1987,21,21,ATL,Dallas Comegys\comegda01,DePaul University,2,142,2241,856,452,95,0.457,0,0.682,15.8,6,3.2,0.7,1.1,0.024,-3.8,-1
1987,22,22,BOS,Reggie Lewis\lewisre01,Northeastern University,6,450,14676,7902,1938,1153,0.488,0.2,0.824,32.6,17.6,4.3,2.6,38.9,0.127,1.5,13.1
1987,23,23,SAS,Greg Anderson\andergr01,University of Houston,10,680,14040,4953,4246,385,0.492,0.087,0.557,20.6,7.3,6.2,0.6,18.7,0.064,-2.7,-2.6
1987,24,24,DET,Fred Banks,University of Nevada Las Vegas,,,,,,,,,,,,,,,,,
1987,25,25,NYK,Ron Moore\moorero01,West Virginia State University,1,14,59,24,8,1,0.31,,0.75,4.2,1.7,0.6,0.1,-0.1,-0.074,-12,-0.1
1987,26,26,DAL,Steve Alford\alforst01,Indiana University,4,169,1641,744,144,176,0.459,0.324,0.87,9.7,4.4,0.9,1,3.2,0.093,-2.4,-0.2
1987,27,27,SAS,Nate Blackwell\blackna01,Temple University,1,10,112,37,6,18,0.366,0.182,0.833,11.2,3.7,0.6,1.8,-0.1,-0.045,-8.6,-0.2
1987,28,28,CHI,Rickie Winslow\winslri01,University of Houston,1,7,45,7,7,2,0.231,0,0.5,6.4,1,1,0.3,-0.2,-0.165,-11,-0.1
1987,29,29,POR,Lester Fonville,Jackson State University,,,,,,,,,,,,,,,,,
1987,30,30,POR,Nikita Wilson\wilsoni01,Louisiana State University,1,15,54,19,11,3,0.304,,0.833,3.6,1.3,0.7,0.2,-0.1,-0.099,-13,-0.2
1987,31,31,DEN,Andre Moore\moorean01,Loyola University of Chicago,1,10,50,24,14,6,0.333,,0.75,5,2.4,1.4,0.6,0,-0.013,-4.1,0
1987,32,32,MIL,Bob McCann\mccanbo01,Morehead State University,5,178,2385,739,468,104,0.479,0.2,0.577,13.4,4.2,2.6,0.6,2,0.041,-3.3,-0.8
1987,33,33,CHI,Tony White\whiteto01,University of Tennessee,1,49,581,261,31,59,0.446,0,0.722,11.9,5.3,0.6,1.2,-0.3,-0.025,-7.5,-0.8
1987,34,34,IND,Brian Rowsom\rowsobr01,University of North Carolina at Wilmington,3,82,1092,457,273,47,0.455,0.667,0.818,13.3,5.6,3.3,0.6,2.4,0.107,-2.1,0
1987,35,35,HOU,Doug Lee\leedo01,Purdue University,3,73,415,168,42,32,0.412,0.31,0.7,5.7,2.3,0.6,0.4,0.7,0.086,-2.9,-0.1
1987,36,36,WSB,Duane Washington\washidu01,Middle Tennessee State University,2,19,184,54,24,39,0.383,0.5,0.8,9.7,2.8,1.3,2.1,0.4,0.092,-1.7,0
1987,37,37,WSB,Derrick Dowell,University of Southern California,,,,,,,,,,,,,,,,,
1987,38,38,LAC,Norris Coleman\colemno01,Kansas State University,1,29,431,153,81,13,0.346,0.5,0.556,14.9,5.3,2.8,0.4,-0.4,-0.046,-8.3,-0.7
1987,39,39,PHI,Vincent Askew\askewvi01,University of Memphis,9,467,9361,3311,1176,1017,0.479,0.3,0.754,20,7.1,2.5,2.2,22.1,0.113,-0.5,3.6
1987,40,40,MIL,Winston Garland\garlawi01,Missouri State University,7,511,13391,4799,1433,2421,0.43,0.281,0.83,26.2,9.4,2.8,4.7,14.2,0.051,-1.8,0.5
1987,41,41,CLE,Kannard Johnson\johnska01,Western Kentucky University,1,4,12,2,0,0,0.333,,,3,0.5,0,0,-0.1,-0.238,-12.2,0
1987,42,42,ATL,Terence Bailey,Wagner College,,,,,,,,,,,,,,,,,
1987,43,43,PHI,Andrew Kennedy,University of Virginia,,,,,,,,,,,,,,,,,
1987,44,44,ATL,Terry Coner,University of Alabama,,,,,,,,,,,,,,,,,
1987,45,45,BOS,Brad Lohaus\lohaubr01,University of Iowa,11,656,10378,3854,1869,714,0.44,0.361,0.733,15.8,5.9,2.8,1.1,15.2,0.07,-1,2.5
1987,46,46,PHO,Bruce Dalrymple,Georgia Institute of Technology,,,,,,,,,,,,,,,,,
1987,47,47,LAC,Tim McCalister,University of Oklahoma,,,,,,,,,,,,,,,,,
1987,48,48,NJN,Jamie Waller\walleja01,Virginia Union University,1,9,91,42,13,3,0.4,0,0.556,10.1,4.7,1.4,0.3,-0.2,-0.097,-8.9,-0.2
1987,49,49,NYK,Jerome Batiste,McNeese State University,,,,,,,,,,,,,,,,,
1987,50,50,SAS,Phil Zevenbergen\zevenph01,University of Washington,1,8,58,30,13,3,0.556,,0,7.3,3.8,1.6,0.4,0,0.041,-4,0
1987,51,51,SAC,Sven Myer,University of Oregon,,,,,,,,,,,,,,,,,
1987,52,52,CLE,Donald Royal\royaldo01,University of Notre Dame,8,504,8442,3161,1431,500,0.473,0,0.77,16.8,6.3,2.8,1,19.1,0.109,-1.7,0.7
1987,53,53,PHO,Winston Crite\critewi01,Texas A&M University,2,31,264,87,65,15,0.479,,0.76,8.5,2.8,2.1,0.5,0.1,0.012,-4.4,-0.2
1987,54,54,DEN,Tom Schafer,Iowa State University,,,,,,,,,,,,,,,,,
1987,55,55,SEA,Tommy Amaker,Duke University,,,,,,,,,,,,,,,,,
1987,56,56,CHI,John Fox,Millersville University of Pennsylvania,,,,,,,,,,,,,,,,,
1987,57,57,PHI,Hansi Gnad,University of Alaska Anchorage,,,,,,,,,,,,,,,,,
1987,58,58,GSW,Darryl Johnson\johnsda02,Michigan State University,1,11,28,12,2,1,0.417,0,1,2.5,1.1,0.2,0.1,0,0.01,-10.1,-0.1
1987,59,59,WSB,Danny Pearson,Jacksonville University,,,,,,,,,,,,,,,,,
1987,60,60,IND,Sean Couch,Columbia University,,,,,,,,,,,,,,,,,
1987,61,61,UTA,Clarence Martin,Western Kentucky University,,,,,,,,,,,,,,,,,
1987,62,62,PHI,Eric Riggins,Rutgers University,,,,,,,,,,,,,,,,,
1987,63,63,POR,Kevin Gamble\gamblke01,University of Iowa,10,649,14508,6154,1457,1300,0.502,0.36,0.81,22.4,9.5,2.2,2,33.3,0.11,0.1,7.8
1987,64,64,MIL,J. J. Weber,University of Wisconsin,,,,,,,,,,,,,,,,,
1987,65,65,DET,Eric White\whiteer01,Pepperdine University,2,55,788,336,132,26,0.525,1,0.798,14.3,6.1,2.4,0.5,1.3,0.079,-3.9,-0.4
1987,66,66,DAL,Mike Richmond,University of Texas at El Paso,,,,,,,,,,,,,,,,,
1987,67,67,ATL,Song Tao,,,,,,,,,,,,,,,,,,
1987,68,68,UTA,Billy Donovan\donovbi01,Providence College,1,44,364,105,25,87,0.404,0,0.81,8.3,2.4,0.6,2,-0.1,-0.009,-7.4,-0.5
1987,69,69,LAL,Willie Glass,St. John's University,,,,,,,,,,,,,,,,,
1987,70,70,BOS,Tom Sheehey,University of Virginia,,,,,,,,,,,,,,,,,
1987,71,71,NYK,Mike Morgan,Drake University,,,,,,,,,,,,,,,,,
1987,72,72,NJN,Andrew Moten,University of Florida,,,,,,,,,,,,,,,,,
1987,73,73,SAS,Todd May,Pikeville College,,,,,,,,,,,,,,,,,
1987,74,74,SAC,Joe Arlauckas\arlaujo01,Niagara University,1,9,85,34,13,8,0.326,,0.75,9.4,3.8,1.4,0.9,-0.1,-0.045,-6.5,-0.1
1987,75,75,CLE,Chris Dudley\dudlech02,Yale University,16,886,16321,3473,5457,375,0.412,0,0.458,18.4,3.9,6.2,0.4,26.2,0.077,-1.9,0.6
1987,76,76,PHO,Steve Beck,Arizona State University,,,,,,,,,,,,,,,,,
1987,77,77,DEN,David Boone,Marquette University,,,,,,,,,,,,,,,,,
1987,78,78,SEA,Todd Linder,University of Tampa,,,,,,,,,,,,,,,,,
1987,79,79,CHI,Jack Haley\haleyja01,University of California Los Angeles,9,341,3288,1180,922,82,0.425,0,0.655,9.6,3.5,2.7,0.2,2.9,0.042,-6.7,-3.9
1987,80,80,CLE,Carven Holcomb,Texas Christian University,,,,,,,,,,,,,,,,,
1987,81,81,WSB,Scott Thompson,University of San Diego,,,,,,,,,,,,,,,,,
1987,82,82,HOU,Joe Niego,Lewis University,,,,,,,,,,,,,,,,,
1987,83,83,GSW,Benny Bolton,North Carolina State University,,,,,,,,,,,,,,,,,
1987,84,84,UTA,Reuben Holmes,Alabama State University,,,,,,,,,,,,,,,,,
1987,85,85,PHI,Brian Rahilly,University of Tulsa,,,,,,,,,,,,,,,,,
1987,86,86,POR,Norwood Barber,Florida State University,,,,,,,,,,,,,,,,,
1987,87,87,MIL,Darryl Bedford,Austin Peay State University,,,,,,,,,,,,,,,,,
1987,88,88,DET,Dave Popson\popsoda01,University of North Carolina,3,41,196,76,46,13,0.405,0,0.75,4.8,1.9,1.1,0.3,-0.1,-0.033,-7.4,-0.3
1987,89,89,DAL,David Johnson,University of Oklahoma,,,,,,,,,,,,,,,,,
1987,90,90,ATL,Theofanis Christodoulou,,,,,,,,,,,,,,,,,,
1987,91,91,BOS,Darryl Kennedy,University of Oklahoma,,,,,,,,,,,,,,,,,
1987,92,92,LAL,Ralph Tally,Norfolk State University,,,,,,,,,,,,,,,,,
1987,93,93,LAC,Chad Kessler,University of Georgia,,,,,,,,,,,,,,,,,
1987,94,94,NJN,James Blackmon,University of Kentucky,,,,,,,,,,,,,,,,,
1987,95,95,NYK,Glenn Clem,Vanderbilt University,,,,,,,,,,,,,,,,,
1987,96,96,SAS,Dennis Williams,University of Georgia,,,,,,,,,,,,,,,,,
1987,97,97,SAC,Vernon Carr,Michigan State University,,,,,,,,,,,,,,,,,
1987,98,98,CLE,Carl Lott,Texas Christian University,,,,,,,,,,,,,,,,,
1987,99,99,PHO,Brent Counts,University of the Pacific,,,,,,,,,,,,,,,,,
1987,100,100,DEN,Ron Grandison\grandro01,University of New Orleans,4,105,872,254,163,58,0.404,0.167,0.713,8.3,2.4,1.6,0.6,1.2,0.064,-2.4,-0.1
1987,101,101,SEA,Michael Tait,Clemson University,,,,,,,,,,,,,,,,,
1987,102,102,CHI,Anthony Wilson,Louisiana State University,,,,,,,,,,,,,,,,,
1987,103,103,IND,Mike Milling,University of North Carolina at Charlotte,,,,,,,,,,,,,,,,,
1987,104,104,HOU,Andre LaFleur,Northeastern University,,,,,,,,,,,,,,,,,
1987,105,105,GSW,Terry Williams,Southern Methodist University,,,,,,,,,,,,,,,,,
1987,106,106,WSB,Patrick Fairs,University of Texas at Austin,,,,,,,,,,,,,,,,,
1987,107,107,UTA,Bart Kofoed\kofoeba01,University of Nebraska at Kearney,5,111,702,162,56,108,0.387,0.188,0.614,6.3,1.5,0.5,1,0,0.002,-6,-0.7
1987,108,108,PHI,Frank Ross,American University,,,,,,,,,,,,,,,,,
1987,109,109,POR,David Moss,University of Tulsa,,,,,,,,,,,,,,,,,
1987,110,110,MIL,Brian Vaughns,University of California Santa Barbara,,,,,,,,,,,,,,,,,
1987,111,111,DET,Gerry Wright,University of Iowa,,,,,,,,,,,,,,,,,
1987,112,112,DAL,Sam Hill,Iowa State University,,,,,,,,,,,,,,,,,
1987,113,113,ATL,Jose Antonio Montero,,,,,,,,,,,,,,,,,,
1987,114,114,BOS,Dave Butler,University of California,,,,,,,,,,,,,,,,,
1987,115,115,LAL,Kenny Travis,New Mexico State University,,,,,,,,,,,,,,,,,
1987,116,116,LAC,Martin Nessley\nesslma01,Duke University,1,44,336,48,82,16,0.385,,0.444,7.6,1.1,1.9,0.4,-0.1,-0.014,-6.2,-0.4
1987,117,117,NYK,Howard Triche,Syracuse University,,,,,,,,,,,,,,,,,
1987,118,118,NJN,Perry Bromwell,University of Pennsylvania,,,,,,,,,,,,,,,,,
1987,119,119,SAS,Ricky Brown,University of South Alabama,,,,,,,,,,,,,,,,,
1987,120,120,SAC,Darryl Thomas,Indiana University,,,,,,,,,,,,,,,,,
1987,121,121,CLE,Harold Jensen,Villanova University,,,,,,,,,,,,,,,,,
1987,122,122,PHO,Marcel Boyce,University of Akron,,,,,,,,,,,,,,,,,
1987,123,123,DEN,Kelvin Scarborough,University of New Mexico,,,,,,,,,,,,,,,,,
1987,124,124,SEA,Tom Gneiting,Brigham Young University,,,,,,,,,,,,,,,,,
1987,125,125,CHI,Doug Altenberger,University of Illinois at Urbana-Champaign,,,,,,,,,,,,,,,,,
1987,126,126,IND,Gary Graham,University of Nevada Las Vegas,,,,,,,,,,,,,,,,,
1987,127,127,GSW,Sarunas Marciulionis\marcisa01,,7,363,8123,4631,819,807,0.505,0.369,0.768,22.4,12.8,2.3,2.2,20,0.118,-0.2,3.7
1987,128,128,WSB,Dwayne Scholten,Washington State University,,,,,,,,,,,,,,,,,
1987,129,129,HOU,Fred Jenkins,University of Tennessee,,,,,,,,,,,,,,,,,
1987,130,130,UTA,Art Sabb,Bloomfield College,,,,,,,,,,,,,,,,,
1987,131,131,PHI,Tracy Foster,University of Alabama at Birmingham,,,,,,,,,,,,,,,,,
1987,132,132,POR,Bernard Johnson,Loyola University of Chicago,,,,,,,,,,,,,,,,,
1987,133,133,MIL,Gay Elmore,Virginia Military Institute,,,,,,,,,,,,,,,,,
1987,134,134,DET,Antoine Joubert,University of Michigan,,,,,,,,,,,,,,,,,
1987,135,135,DAL,Quintan Gates,University of Texas at El Paso,,,,,,,,,,,,,,,,,
1987,136,136,ATL,Riccardo Morandotti,,,,,,,,,,,,,,,,,,
1987,137,137,BOS,Tim Naegeli,University of Wisconsin-Stevens Point,,,,,,,,,,,,,,,,,
1987,138,138,LAL,Frank Ford,Auburn University,,,,,,,,,,,,,,,,,
1987,139,139,LAC,Henry Carr,Wichita State University,,,,,,,,,,,,,,,,,
1987,140,140,NJN,Frank Booker,Bowling Green State University,,,,,,,,,,,,,,,,,
1987,141,141,NYK,Wayne Williams,Saint Joseph's University,,,,,,,,,,,,,,,,,
1987,142,142,SAS,Raynard Davis,University of Texas at Austin,,,,,,,,,,,,,,,,,
1987,143,143,SAC,Scott Adubato,Upsala College,,,,,,,,,,,,,,,,,
1987,144,144,CLE,Michael Foster,University of South Carolina,,,,,,,,,,,,,,,,,
1987,145,145,PHO,Roy Singleton,Grand Canyon University,,,,,,,,,,,,,,,,,
1987,146,146,DEN,Rowan Gomes,Hampton University,,,,,,,,,,,,,,,,,
1987,147,147,SEA,Mike Giomi,North Carolina State University,,,,,,,,,,,,,,,,,
1987,148,148,CHI,Earvin Leavy,Central Michigan University,,,,,,,,,,,,,,,,,
1987,149,149,IND,Montel Hatcher,University of California Los Angeles,,,,,,,,,,,,,,,,,
1987,150,150,WSB,Jamie Dixon,Texas Christian University,,,,,,,,,,,,,,,,,
1987,151,151,HOU,Clarence Grier,Campbell University,,,,,,,,,,,,,,,,,
1987,152,152,GSW,Ronnie Leggette,West Virginia State University,,,,,,,,,,,,,,,,,
1987,153,153,UTA,Keith Webster,Harvard University,,,,,,,,,,,,,,,,,
1987,154,154,PHI,Eric Semisch,West Virginia University,,,,,,,,,,,,,,,,,
1987,155,155,POR,Kenny Stone,George Fox University,,,,,,,,,,,,,,,,,
1987,156,156,DEN,Curtis Hunter,University of North Carolina,,,,,,,,,,,,,,,,,
1987,157,157,DET,Mark Gottfried,University of Alabama,,,,,,,,,,,,,,,,,
1987,158,158,DAL,Gerald White,Auburn University,,,,,,,,,,,,,,,,,
1987,159,159,ATL,Franjo Arapovic,,,,,,,,,,,,,,,,,,
1987,160,160,BOS,Jerry Corcoran,Northeastern University,,,,,,,,,,,,,,,,,
1987,161,161,LAL,Ron Vanderschaaf,Central Washington University,,,,,,,,,,,,,,,,,
1986,1,1,CLE,Brad Daugherty\daughbr01,University of North Carolina,8,548,20029,10389,5227,2028,0.532,0.143,0.747,36.5,19,9.5,3.7,65.2,0.156,2.6,23.1
1986,2,2,BOS,Len Bias,University of Maryland,,,,,,,,,,,,,,,,,
1986,3,3,GSW,Chris Washburn\washbch01,North Carolina State University,2,72,645,222,176,22,0.412,0,0.439,9,3.1,2.4,0.3,-0.6,-0.046,-7.9,-1
1986,4,4,IND,Chuck Person\persoch01,Auburn University,13,943,28941,13858,4763,2645,0.458,0.362,0.723,30.7,14.7,5.1,2.8,38.9,0.065,-0.2,12.9
1986,5,5,NYK,Kenny Walker\walkeke01,University of Kentucky,7,448,9050,3128,1793,299,0.485,0.206,0.749,20.2,7,4,0.7,17.9,0.095,-1.2,1.7
1986,6,6,PHO,William Bedford\bedfowi01,University of Memphis,6,238,2514,964,573,109,0.416,0.318,0.605,10.6,4.1,2.4,0.5,0.9,0.017,-5.1,-2
1986,7,7,DAL,Roy Tarpley\tarplro01,University of Michigan,6,280,7476,3533,2803,292,0.483,0.176,0.744,26.7,12.6,10,1,19.8,0.127,0.2,4.2
1986,8,8,CLE,Ron Harper\harpero01,Miami University,15,1009,31199,13910,4309,3916,0.446,0.289,0.72,30.9,13.8,4.3,3.9,65.8,0.101,2.1,32
1986,9,9,CHI,Brad Sellers\sellebr01,Ohio State University,6,398,7154,2509,1064,435,0.452,0.2,0.793,18,6.3,2.7,1.1,9.8,0.066,-2.6,-1
1986,10,10,SAS,Johnny Dawkins\dawkijo01,Duke University,9,541,14859,5984,1336,2997,0.456,0.33,0.857,27.5,11.1,2.5,5.5,21.8,0.07,-1.8,0.7
1986,11,11,DET,John Salley\sallejo01,Georgia Institute of Technology,11,748,16524,5228,3356,916,0.506,0.214,0.714,22.1,7,4.5,1.2,41.5,0.121,1.7,15.6
1986,12,12,WSB,John Williams\willijo02,Louisiana State University,8,435,10952,4406,2201,1262,0.451,0.225,0.704,25.2,10.1,5.1,2.9,19.9,0.087,1.3,9.2
1986,13,13,NJN,Pearl Washington\washipe01,Syracuse University,3,194,4044,1660,370,733,0.452,0.184,0.746,20.8,8.6,1.9,3.8,1.9,0.023,-2.4,-0.4
1986,14,14,POR,Walter Berry\berrywa01,St. John's University,3,205,4863,2882,971,292,0.539,0.2,0.638,23.7,14.1,4.7,1.4,8.2,0.081,-1.3,0.8
1986,15,15,UTA,Dell Curry\curryde01,Virginia Polytechnic Institute and State University,16,1083,23549,12670,2617,1909,0.457,0.402,0.843,21.7,11.7,2.4,1.8,41.5,0.085,-0.3,10.1
1986,16,16,DEN,Maurice Martin\martima01,Saint Joseph's University,2,69,422,204,65,49,0.378,0.211,0.598,6.1,3,0.9,0.7,-0.3,-0.033,-6.2,-0.5
1986,17,17,SAC,Harold Pressley\pressha01,Villanova University,4,299,6802,2702,1339,628,0.437,0.358,0.778,22.7,9,4.5,2.1,10,0.07,0.7,4.6
1986,18,18,DEN,Mark Alarie\alarima01,Duke University,5,325,5500,2432,1120,363,0.475,0.252,0.775,16.9,7.5,3.4,1.1,8.4,0.073,-2.2,-0.3
1986,19,19,ATL,Billy Thompson\thompbi01,University of Louisville,6,300,6697,2566,1615,514,0.505,0.154,0.674,22.3,8.6,5.4,1.7,9.6,0.069,-0.1,3.2
1986,20,20,HOU,Buck Johnson\johnsbu01,University of Alabama,7,505,11849,4617,1760,856,0.488,0.113,0.738,23.5,9.1,3.5,1.7,20.8,0.084,-0.7,3.7
1986,21,21,WSB,Anthony Jones\jonesan01,University of Nevada Las Vegas,3,164,1704,594,214,119,0.393,0.306,0.74,10.4,3.6,1.3,0.7,0.8,0.022,-3.7,-0.7
1986,22,22,MIL,Scott Skiles\skilesc01,Michigan State University,10,600,16789,6652,1526,3881,0.435,0.379,0.889,28,11.1,2.5,6.5,30.4,0.087,-1.2,3.2
1986,23,23,LAL,Ken Barlow,University of Notre Dame,,,,,,,,,,,,,,,,,
1986,24,24,POR,Arvydas Sabonis\sabonar01,,7,470,11375,5629,3436,964,0.5,0.328,0.786,24.2,12,7.3,2.1,47.3,0.2,3.8,16.6
1986,25,25,DAL,Mark Price\pricema01,Georgia Institute of Technology,12,722,21560,10989,1848,4863,0.472,0.402,0.904,29.9,15.2,2.6,6.7,71.1,0.158,2.2,22.7
1986,26,26,IND,Greg Dreiling\dreilgr01,University of Kansas,10,474,4241,1014,1018,186,0.467,0.333,0.649,8.9,2.1,2.1,0.4,4,0.045,-4.1,-2.3
1986,27,27,DET,Dennis Rodman\rodmade01,Southeastern Oklahoma State University,14,911,28839,6683,11954,1600,0.521,0.231,0.584,31.7,7.3,13.1,1.8,89.8,0.15,3,36.5
1986,28,28,CHI,Larry Krystkowiak\krystla01,University of Montana,9,420,9097,3425,2051,513,0.457,0.139,0.795,21.7,8.2,4.9,1.2,15.6,0.082,-2.1,-0.2
1986,29,29,CLE,Johnny Newman\newmajo01,University of Richmond,16,1159,28435,12740,2536,1688,0.461,0.336,0.81,24.5,11,2.2,1.5,50.3,0.085,-1.3,4.8
1986,30,30,SEA,Nate McMillan\mcmilna01,North Carolina State University,12,796,20462,4733,3222,4893,0.443,0.343,0.65,25.7,5.9,4,6.1,50.2,0.118,3,25.7
1986,31,31,PHO,Joe Ward,University of Georgia,,,,,,,,,,,,,,,,,
1986,32,32,ATL,Cedric Henderson\hendece01,University of Georgia,1,8,16,11,8,0,0.5,,1,2,1.4,1,0,0,-0.015,-18.9,-0.1
1986,33,33,SAS,Kevin Duckworth\duckwke01,Eastern Illinois University,11,684,17462,8085,3945,598,0.468,0.208,0.736,25.5,11.8,5.8,0.9,24.7,0.068,-3.7,-7.4
1986,34,34,SAC,Johnny Rogers\rogerjo01,University of California Irvine,2,69,636,251,104,29,0.472,0,0.679,9.2,3.6,1.5,0.4,0.4,0.032,-5.2,-0.5
1986,35,35,DAL,Milt Wagner\wagnemi01,University of Louisville,2,53,496,215,35,76,0.422,0.296,0.875,9.4,4.1,0.7,1.4,0.4,0.039,-6.3,-0.5
1986,36,36,WSB,Steve Mitchell,University of Alabama at Birmingham,,,,,,,,,,,,,,,,,
1986,37,37,POR,Parragiotis Fasoulas,North Carolina State University,,,,,,,,,,,,,,,,,
1986,38,38,SEA,Lemone Lampley,DePaul University,,,,,,,,,,,,,,,,,
1986,39,39,PHO,Rafael Addison\addisra01,Syracuse University,6,379,5697,2186,780,339,0.449,0.282,0.772,15,5.8,2.1,0.9,4.9,0.041,-4.1,-3
1986,40,40,ATL,Augusto Binelli,,,,,,,,,,,,,,,,,,
1986,41,41,DEN,Otis Smith\smithot01,Jacksonville University,6,375,7720,3951,1416,690,0.455,0.251,0.762,20.6,10.5,3.8,1.8,12.3,0.076,0,3.8
1986,42,42,ATL,Ron Kellogg,University of Kansas,,,,,,,,,,,,,,,,,
1986,43,43,HOU,Dave Feitl\feitlda01,University of Texas at El Paso,5,275,3001,1192,815,125,0.433,0,0.751,10.9,4.3,3,0.5,1.4,0.022,-6.7,-3.5
1986,44,44,PHI,David Wingate\wingada01,Georgetown University,15,740,13243,4166,1420,1376,0.445,0.272,0.738,17.9,5.6,1.9,1.9,11.7,0.042,-2.6,-2
1986,45,45,MIL,Keith Smith\smithke03,Loyola Marymount University,1,42,461,138,32,43,0.38,0.333,0.75,11,3.3,0.8,1,0,-0.003,-4.9,-0.3
1986,46,46,PHO,Jeff Hornacek\hornaje01,Iowa State University,14,1077,33964,15659,3646,5281,0.496,0.403,0.877,31.5,14.5,3.4,4.9,108.9,0.154,3,43.2
1986,47,47,NYK,Michael Jackson\jacksmi02,Georgetown University,3,89,888,188,70,198,0.369,0.273,0.675,10,2.1,0.8,2.2,-0.2,-0.011,-7.1,-1.1
1986,48,48,SAS,Forrest McKenzie\mckenfo01,Loyola Marymount University,1,6,42,17,7,1,0.25,0.5,1,7,2.8,1.2,0.2,-0.2,-0.223,-18.8,-0.2
1986,49,49,POR,Juden Smith,University of Texas at El Paso,,,,,,,,,,,,,,,,,
1986,50,50,CLE,Kevin Henderson\hendeke01,California State University Fullerton,2,22,235,65,24,34,0.393,0,0.607,10.7,3,1.1,1.5,-0.2,-0.038,-6.9,-0.3
1986,51,51,GSW,Mike Williams\willimi03,Bradley University,1,21,102,15,23,2,0.333,0,0.5,4.9,0.7,1.1,0.1,0,0.012,-5.9,-0.1
1986,52,52,CHI,Ricky Wilson\wilsori02,George Mason University,1,24,420,125,27,69,0.391,0.385,0.725,17.5,5.2,1.1,2.9,0.3,0.032,-4.2,-0.2
1986,53,53,SEA,Tod Murphy\murphto01,University of California Irvine,5,191,4071,1049,941,183,0.454,0.29,0.679,21.3,5.5,4.9,1,8,0.095,-0.9,1.1
1986,54,54,LAC,Dwayne Polee\poleedw01,Pepperdine University,1,1,6,2,0,0,0.25,0,,6,2,0,0,0,-0.397,-14,0
1986,55,55,PHO,Kenny Gattison\gattike01,Old Dominion University,9,494,9927,3923,2327,444,0.52,0.083,0.649,20.1,7.9,4.7,0.9,16.9,0.082,-1.6,1
1986,56,56,PHI,Keith Colbert,Virginia Polytechnic Institute and State University,,,,,,,,,,,,,,,,,
1986,57,57,SAC,Bruce Douglas\douglbr01,University of Illinois at Urbana-Champaign,1,8,98,14,14,17,0.292,0,0,12.3,1.8,1.8,2.1,-0.2,-0.082,-4.3,-0.1
1986,58,58,WSB,Dave Henderson\hendeda01,Duke University,1,22,351,126,35,34,0.405,0,0.681,16,5.7,1.6,1.5,-0.4,-0.058,-6.8,-0.4
1986,59,59,GSW,Wendell Alexis,Syracuse University,,,,,,,,,,,,,,,,,
1986,60,60,POR,Drazen Petrovic\petrodr01,,4,290,7669,4461,669,701,0.506,0.437,0.841,26.4,15.4,2.3,2.4,21.5,0.134,0.8,5.5
1986,61,61,UTA,John Shasky\shaskjo01,University of Minnesota,3,136,1505,517,379,34,0.466,0,0.655,11.1,3.8,2.8,0.3,2.5,0.079,-4.6,-1
1986,62,62,DAL,Anthony Welch,University of Illinois at Urbana-Champaign,,,,,,,,,,,,,,,,,
1986,63,63,UTA,Bill Breeding,Rocky Mountain College,,,,,,,,,,,,,,,,,
1986,64,64,DEN,Don Redden,Louisiana State University,,,,,,,,,,,,,,,,,
1986,65,65,ATL,Dave Hoppen\hoppeda01,University of Nebraska,6,169,2401,837,647,100,0.518,0.2,0.751,14.2,5,3.8,0.6,3.6,0.072,-3.1,-0.7
1986,66,66,HOU,Anthony Bowie\bowiean01,University of Oklahoma,8,461,8349,2945,1021,840,0.475,0.318,0.824,18.1,6.4,2.2,1.8,12.3,0.07,-1.8,0.5
1986,67,67,PHI,Ron Rowan\rowanro01,St. John's University,1,7,16,12,1,1,0.444,1,0.75,2.3,1.7,0.1,0.1,0,0.084,3,0
1986,68,68,MIL,Baskerville Holmes,University of Memphis,,,,,,,,,,,,,,,,,
